text,sentiment
ขยับขาหันข้างบนที่นั่งตัวเอง เขาก็ประหลาดใจไม่ต่าง “…” กำลังคิดว่าคำพูดก็ได้ยินเสียงหัวเราะ จากที่นิ่งอยู่ก็ค่อยกระพริบตา กำมือปิดปากปล่อยเสียงออกมาไม่ต่างกัน “…คุณ คุณไคริ” พยายามหยุดการหัวเราะที่ไม่ได้ถึงกับขำมาก แต่ประทับใจและปนเขินที่ไม่รู้มาก่อนว่าอยู่ไม่ไกลกันเลย +,unclassifiable
สำหรับคนอื่นอาจจะดูน่าหมั่นไส้ แต่สำหรับผมที่มีฟิลเตอร์แล้ว ผมก็ยังรู้สึกถึงความน่ารักได้เสมอครับ,unclassifiable
“ก็อกๆ”เสียงเคาะประตูดังขึ้นปลุกให้จิระออกจากภวังค์ “เข้ามาได้เลยครับ”เพราะคิดว่าเลขาจะเอาเอกสารมาให้เซนต์ตามที่แจ้งเอาไว้เขาจึงเอ่ยปากออกไปแต่พอประตูเปิดออกมาเขาจึงประหลาดใจเพราะไม่ใช่คุณเข็มเลขาคนสวยแต่เป็นใบบัวเด็กแว่นเนิร์ดที่หอบเอาของกินมาเต็มไม้เต็มมือ,surprise
งึด = ประหลาดใจ คาดไม่ถึง งี้ปะ,unclassifiable
มันแปลว่า ประหลาดใจ งี้ปะ,unclassifiable
เห่ยสุดแสนประหลาดใจ,surprise
หลานวั่งจีมองน้องชายด้วยความประหลาดใจ หลานหวั่นอิ๋นน้องชายของเขา หลังเดินทางออกไปปราบภูติผีก็สลบไป ยามตื่นขึ้นมาก็กลายเป็นคนบ้าเสียสติพูดจาไม่สมประกอบ ่กลับทำเรื่องที่หลานหวั่นอิ๋นคนก่อนหน้านี้ทำไม่ได้เลยซักแอะ,surprise
"""นิโค โรบินเหรอครับ?.. น่าประหลาดใจจริงๆนะครับน่ะ""",surprise
แทบจะไม่ได้ยินคำถาม เพราะหลากหลายความรู้สึกมันถาโถมเข้ามาพร้อมกัน ตกใจ ประหลาดใจ รวมทั้งดีใจ “ฉัน..ฉันเป็นแฟนคลับคุณ!” ูดไม่ออก แต่พอได้พูดออกไปต่อหน้า หนึ่งในอเวนเจอร์สรุ่นเดอะแล้ว เขาที่แหละ ‘ไอดอล’ “จริงๆ นะ ฉันตามคุณมานานมากๆ ตั้งแต่ยังเด็ก!”,surprise
pls rt · out 6 — สิ่งประหลาดใจที่คล้ายว่าคุ้นเคย ัส ัปตันยานดุเป็นหมา ไม่เชื่อก็ลองทำพลาดดูสิ - เอวา ่มาค่ะ ฝากด้วยนะคะ ํานิยาย #นิยายวาย ิยายวาย,unclassifiable
ประหลาดใจเก่ง 55,surprise
“คุณเองก็ด้วยเหรอ?” ีกฝ่ายด้วยสายตาประหลาดใจปนร้อนรนเล็กน้อย “ตกลงว่ามันคืออะไรกันแน่?”,surprise
"วูบนึงที่มีแววประหลาดใจพาดผ่าน ""...อ้อ"" ักฆ่าผู้ไม่รีบร้อนในการใช้ชีวิต? เอาเถอะ ""แต่เวทมนตร์ผมคิดว่าคงต้องรีบเสียหน่อย"" ""ไม่งั้นหากหมดเทอมจะไม่ผ่านเอา""",surprise
สื่อควรจะมีบทบาทมากกว่านี้ ในขณะที่ความรุนแรงนั้นมีมากขึ้น แต่เรื่องกลับเงียบลงอย่างน่าประหลาดใจ #ม็อบ15กันยา,surprise
ื่อแก้ตัวกับข่าวที่เกิดขึ้น—ข่าวอันไร้ซึ่งมูลความจริงเจือปนที่แม้แต่เจ้าตัวยังประหลาดใจ แต่ถึงอย่างนั้นเขาก็มีถ้อยคำยืนยันจากประธานค่ายต้นสังกัดของแฟนซีคีธรวมถึงตัวเธอเองเพื่อล้างมลทินว่าซงจีอูไม่ได้กระทำเช่นพาดหัวเดอะรีซีทกล่าวหา เขายังซื่อสัตย์กับจองยองวอนเพียงผู้เดียว,surprise
ยอนจุนสปอยว่า ในคอนทีเร้ก (act:boy) แทฮยอนกับยอนจุนทำบางอย่างด้วยกัน ! และคิดว่าทุกคนน่าจะประหลาดใจตอนที่ได้ฟัง ส่วนเพลงเปนความลับ ^_^ ่ะ !!! ยูนิท หรอ?,surprise
“ พี่ชายตัวน้อย ? — เอ๊ะ.. ” มีสีหน้างุนงงเมื่อน้องชายของตนเป็นฝ่ายยกมือขึ้นมายีศรีษะจนผมสีแดงเพลิงยุ่งและฟูจนแทบไม่เป็นทรง “ หัดยีหัวพี่ตั้งแต่เมื่อไรกัน ? ” มองคนตรงหน้าอย่างนึกประหลาดใจ,surprise
5 วันที่เงียบๆเฮ่อเหวินมักพุ่งหลาวอย่างน่าประหลาดใจ,surprise
"ดูประหลาดใจ แต่ก็ยิ้มให้กับเชอร์ริล ""ขอบคุณนะคะ"" ""แล้วก็ซื้อของแพงๆน่ะไม่ใช่ข้อเสียหรอกค่ะ"" เธอเย้ากลับไป",surprise
ถ้าขึ้นต้นมาคือเฟมทวิตแล้วนั้น ป่วยการจะพูด เอาจริงป่ะ ยิ่งในแง่ที่คิดว่าเฟมทวิตด่ากราดผชทุกคนอ่ะ ยิ่งไม่น่าประหลาดใจเหรอ ที่เขาอยู่ฝั่งผช งงอ่ะ,unclassifiable
ท่าทีของเธอสร้างความประหลาดใจให้กับเขาเป็นอย่างมาก ีอะไรมาพรากความยี้ยวนและชอบทำตัวแหกกฏจากคนตรงหน้าไปได้อีกียจากความโศกเศร้าที่พยายามปฏิเสธมันมาตลอด “ถึงคนที่โลกข้างนอกนั่นจะไม่เข้าใจเธอ แต่ฉันเข้าใจนะ” เขาเอ่ยบอก,surprise
คายองโก สังเกตว่าห้องน้ำในโรงแรมมีสบู่ก้อนเต็มไปหมด ที่มีไว้ใช้ ทั้งล้างมือ,unclassifiable
เอาจริงคือประหลาดใจว่ามึงจะอินการแซะกันระหว่างแอนดรอยกะแอปเปิ้ลไรกันขนาดนั้น เหมือนเชียร์มวยอะ ถถถ,surprise
"ประหลาดใจกับคำถามที่ได้ยิน ""ผมว่าคำถามนี้ค่อนข้างจะเป็นเรื่องส่วนตัวเกินไปหน่อยนะครับ"" บอกทั้งยังมีรอยยิ้ม เลี่ยงไม่ตอบคำถามตรงๆ ก่อนมองคนอื่นในวงอย่างขอความเห็น",surprise
"คัตสึกิรู้สึกสงสัยจนทำให้เขาไปตามสถานที่นัดหมาย มันเป็นโรงพยาบาลขึ้นชื่อในญี่ปุ่นซึ่งเขาก็ค่อนข้างประหลาดใจว่าทำไมถึงต้องเป็นที่นี่ คัตสึกิเดินไปหาคนที่นัดข้ามาแล้วอีกฝ่ายก็แสดงสีหน้ายินดีกับเขา ""เราพบภรรยาของคุณแล้วครับ! เมื่อวานมีทีมฮีโร่เจอตัวเธอนอนหมดสติอยู่ที่เมืองถัดไป""",surprise
ฟานี่สวยขึ้นทุกวันเลยอะ เวลาคิดว่าวันนีเขาสวยจัง พรุ่งนี้เขาก็จะสวยมากกว่าเดิม สวยแบบเซอร์ไพร้สให้ประหลาดใจว่าฉันสวยได้มากกว่าที่เธอคิด,surprise
7ปีแล้ว เติบโตขึ้นเรื่อยๆ สร้างความประหลาดใจและประทับใจได้เสมอ สมกับเป็นหวังอี้ป๋อ,surprise
"""น่ารักจังเลย ซึ้งจัง ผมคิดว่า""เขาวาดแบบนี้ได้ยังไง ผมรู้สึกประหลาดใจริงๆ ผมแขวนมันไว้ในห้องของผมอย่างดี""",surprise
อีกสิ่งที่สร้างความประทับใจคือ เวลาที่คุณโต้ตอบเยี่ยงนางพญายามอยู่กับคุณหมอสิงโตผู้นั้น การเย้าแหย่ของคุณทั้งคู่ชวนยิ้ม อีกทั้งยังสร้างความอิ่มเอมให้แก่ผู้แบบฉันได้อย่างน่าประหลาดใจ,surprise
(58) เช้าวันต่อมาเดกุลืมตาขึ้นพร้อมกับควาทประหลาดใจ ดอกเบญจมาศมากมายถูกวางรายล้อมเธอเอาไว้ราวกับตอนนี้สาวน้อยนอนอนอยู่ท่ามกลางดอกเบญจมาศ,surprise
วิธีคิดแบบ สมัครย้ายฝั่ง เพราะงั้นเรื่องเลวร้ายในอดีต ก็จะไม่ค่อยพูดถึง --- อันนี้พบว่า เป็นวิธีคิดที่ common มากเลยนะ (จนน่าประหลาดใจ) ีธรรมนัส ก็คล้ายคลึงกัน (ขนาดยังไม่ย้ายฝั่ง,surprise
210915 | minutemaid weibo update ์สเตจที่น่าประทับใจด้วยความแข็งแกร่งและสร้างความประหลาดใจในทุกครั้ง รักษาความรัก และสร้างความงามที่เป็นของคุณอย่างต่อเนื่อง 7th anniversary ! ังอี้ป๋อ,unclassifiable
[21.09.15] weibo update ่นหลายบทบาทและปลดปล่อยตัวตนของเขาออกมา ในพื้นที่สีแดงหนูน้อยหมวกแดง สวมเสื้อสีแดง จุดประกายช่วงเวลาแห่งความประหลาดใจ เขาคือ และโฆษกของแบรนด์~ูน้อยหมวกแดงในจีนแผ่นดินใหญ่ เอาล่ะตาม ิงฮ่าวไป ด้วยกัน,unclassifiable
"""โอ... ได้อยู่แล้วครับ"" (u--u)!ึงจะประหลาดใจเล็กน้อยตอนที่ได้ยินว่ากลับบ้านตีสองทุกวัน แต่. ือก็ใช้ชีวิตกลางคืนปกติอยู่แล้วนี่หนา...(เพราะเป็นสัตว์นักล่าละเนอะ)ิคุมะคิดแบบนั้นไป จึงไม่ได้ถามอะไรกลับไปต่อ +",surprise
พระเอกเป็นโรคที่มองไม่เห็นสีสัน แต่กลับมองเห็นสีจากนางเอกได้ รู้ว่าคงประหลาดใจ แต่นี่จ้องตาไม่กระพริบเลย #ลุยรักกลเกมโกะ,surprise
เราชอบดูรีแอคชั่นมากๆ คนชมเรื่องบีทเยอะนะว้าวทุกคน แต่ที่เกาคือไม่ค่อยรู้จัก นี่คิดเหมือนกันว่าในmv ถ้าฟังจะโดนตก พอตามไปดูเพอฟอร์มปุ๊บหยุดดูไม่ได้แน่นอนจากที่ตามดูรีแอคฝั่งเมกาคือ เกิดความสงสัยเพลงดีแหะวงอะไร เป็นใครมาจากไหน แต่ในเกาแบบ ประหลาดใจแบบ เอ๊ะ มีด้วยเหรอ โถ่ช้ามากกก,surprise
บางทีเบื่อพวกที่ไปให้แสงทวิตบ้งๆ ตรรกะเพี้ยนๆนี่หละ เมื่อก่อนจะประหลาดใจว่ามีคนคิดแบบนี้ด้วย เดี๋ยวนี้คือชินละ ไปสนใจทำไม,unclassifiable
"เธอหัวเราะน้อยๆ ""ฉันก็ประหลาดใจเหมือนกัน... ไม่รู้ว่า... dm""",surprise
กล้อง upgrade มากอย่างน่าประหลาดใจ,surprise
โอ๊ยคุณไม่ใช่แค่ไคลน์หรอก เรายังเป็นเลย เกลียดชะมัดแต่ชอบเงินไง5 คือเราอ่านช่วงต้นแล้วไม่ประหลาดใจว่าทำไมไคลน์อิจฉาออเดรย์กับคนอื่น คือบ้านโมเรตติจนมาก แล้วในเรื่องคือไม่มีเงินก็ไม่รอดtt tt ตอนเราอ่านฉากคนงานตายเพราะสารตะหั่วหรือปรอดก็สงสารมากๆ,unclassifiable
เขาจมูกมากและไม่มีใครประหลาดใจ555 สงสาร #กันอรรถพันธ์,unclassifiable
คำห้ามมันไม่ได้เหมือนการกีดกันสำหรับอีฟ ไม่มีใครห้ามเธอได้หากตั้งใจกระทำสิ่งใด ยิ่งร่างนั้นถดหนี ก็นำพาให้ฝีเท้าเดินเข้าใกล้เตียงมากขึ้นเรื่อยๆ กระทั่งมาอยู่ต่อหน้าเจ้าก้อนผ้าห่มที่หนีไม่ได้ถึงไหน .. น่าประหลาดใจกับบางสิ่ง .. ทำไมถึงรู้สึกตื่นเต้นขนาดนี้? --- +,surprise
ที่บ้านทำผัดพริกแกงไม่ใส่ใบมะกรูดอะ ตอนเจอครั้งแรกเลยประหลาดใจ แต่อร่อยดี คอนถมปรุงหวานยันพริกแกง,surprise
เออแต่นักเขียนราชันเร้นลับทำการบ้านหนักมาก ตอนอ่านคือตกใจกับความหาข้อมูล เพราะนี่พอมีความรู้อยู่บ้างเวลาอ่านเจอแต่ละอย่างที่เราเคยอ่านเมื่อนานมาแล้วแบบไม่ประหลาดใจว่าทำไมบางทีหยุดเป็นปีไปหาข้อมูล,surprise
"""."" ่อนลมหายใจคล้ายจะโล่งอกเล็กน้อย อดคิดไม่ได้ว่าหากรุ่นที่สิบตัดสินใจรับคนเพิ่มจำนวนมากด้วยฐานเงินเดือนขนาดนั้นจริงการเงินของแฟมิลี่อาจจะได้ถึงจุดจบก็คราวนี้ ""ไม่เป็นไรหรอกน่า ฉันแค่.ประหลาดใจนิดหน่อย""",surprise
"รับน้ำส้มมาด้วยความประหลาดใจ ไม่คิดว่าอีกฝ่ายจู่ๆจะดวงดีขึ้นมากระทันหัน เป็นไปได้มั้ยว่าตู้นี้มันอาจจะเสีย ่ว่า... ""อาคิโยชิ แปลว่า ความโชคดีในฤดูใบไม้ร่วงสินะ "" ่า เข้าใจล่ะโชคดีจริงๆด้วย... ู่กับเค้ามีแต่เรื่องน่าประหลาดใจเต็มไปหมด",surprise
เพราะเรามองว่าผู้หญิงมักจะเจอปัญหาคล้ายๆกัน เช่นถูกคุกคาม ไม่มีอิสระในการดำเนินชีวิต เจอปัญหาคล้ายกันได้ (แต่แน่นอนว่าไม่เหมือนกันทุกอย่าง100%เพราะมีปัจจัยอื่นๆเกี่ยวข้องแน่นอน) เรารู้สึกประหลาดใจนะ ถ้าเขามองข้ามเฟมไม่เฟม มองระดับเพื่อนมนุษย์กระทำต่อกันแค่นี้ยังไม่ผ่านเลย,surprise
ประมุขสกุลหลานคลี่รอยยิ้มจาง “หยกผ่านทาง” ี่ยหมิงเจวี๋ยมีสีหน้าประหลาดใจ “...สำหรับผ่านเข้าแดนเร้นเมฆาหรือ” “เป็นเช่นนั้น” หลานซีเฉินกล่าวตอบเสียงเบา “...ท่านบอกว่าท่านอยากมอบของให้ข้า ข้าเองก็อยากมอบให้ท่าน เพียงแต่จะให้เป็นหยกผ่านทางธรรมดาเหมือนศิษย์ทั่วไปก็กระไรอยู่,surprise
“มิใช่เช่นนั้น เพียงแต่ประหลาดใจ ข้าไม่เคยเห็นท่านทำเรื่องเช่นนี้มาก่อน” ุขสกุลเนี่ยยกมือขึ้นเกาแก้ม ในชั่วขณะนั้น เขาดูไม่เหมือนประมุขผู้น่าเกรงขาม ออกจะคล้ายบุรุษผู้หนึ่งซึ่งไม่รู้จะวางตนอย่างไรมากกว่า “ข้าเพียงอยากมอบให้เจ้า…” เนี่ยหมิงเจวี๋ยกล่าว,surprise
เพียงแค่ได้เห็นชัดๆ ขอบตาก็พลันร้อนผ่าวขึ้นมา ีเฉินไม่มีวันลืมว่าอาภรณ์ตัวนี้ ผู้ใดเป็นคนมอบให้ . . . “พี่หมิงเจวี๋ย สิ่งนี้ท่านมอบให้ข้าหรือ” ั้งนั้น หลานซีเฉินได้แต่มองอาภรณ์ตัวใหม่ที่เนี่ยหมิงเจวี๋ยมอบให้ด้วยสายตาประหลาดใจ,surprise
"มีแววตาประหลาดใจแต่ก็จดจำสายตานั้นไว้ (dm""",unclassifiable
ประหลาดใจ ทำไม ผู้รับเหมา ถึงเป็น รมต สาธารณสุขได้ ้าไปดูจากวิกิฯ แล้วก็รู้สึกทับใจือมี เฉลิม อยู่บำรุง ก็ยังเคยเป็นเลย… :t.copofuvw18cy,surprise
แต่ปกนี้ชิลิก้าเท่มาก ดูโตเป็นผู้ใหญ่มาก ชนิดที่ว่าเราเห็นยังประหลาดใจเลย ทำเอาอยากรู้จริงๆ เลยว่าในเล่มมันจะเกิดอะไรขึ้น น่าติดตามมากๆเล่มนี้,surprise
(คุณเก่งมากครับ ผมประหลาดใจเลยล่ะ แล้วก็สวยมาก),surprise
ความสัมพันธ์ที่ไม่ดีค่ะ ต่อไปคู่นี้จะมีอะไรให้ประหลาดใจค่ะ,surprise
ประหลาดใจตั้งแต่เมื่อวาน จนวันนี้ แปลกบ้ ข้าน่ะนะ,surprise
ทันทีที่เด็กหญิงชั้น ม.4 มัดผมเปีย ผู้มากับเพื่อนวัยเดียวกัน แสดงตัวว่าเป็น ‘โรสลาเ��น’ ก็ทำเอาทุกคนใน ‘ศรีสัปดาห์’ ประหลาดใจผสมไม่มั่นใจ จนต้องขอให้พิสูจน์ด้วยการเขียนเรื่องสั้นที่ส่งมาล่าสุดให้ดูกันแบบสด ๆ,surprise
เค้ามีเรื่องให้เราประหลาดใจได้ทุกวันอ่ะ กูไม่เคยเบื่อเลย,surprise
หวนนึกไปถึงภาพของคิซากิในสภาพดูไม่ได้เมื่อครู่กับช่อดอกไม้แล้วก็นึกประหลาดใจ ุหลาบป่า ดอกไม้ที่หมายความถึงทั้งความสุขสมระคนเจ็บปวดไปในเวลาเดียวกัน ่นอนว่ามันจ���โร่ไม่เข้าใจมันเลยสักนิด ถึงกระนั้นเมื่อรู้ว่าคนที่เป็นดั่งดวงตะวันจะจากไปในอนาคตในใจก็ปวดหนึบ,surprise
“โอยะ…” ิ่มประหลาดใจเมื่อมีผู้มาใหม่ถึงสองคนในวันเดียว “ยินดีต้อนรับ”,surprise
"ถึงจะประหลาดใจว่าทำไมตอบตกลงง่ายจัง แต่เธอก็ดีใจมากที่มีคนไปด้วย ""ดีเลยค่ะ ไปร้องด้วยกันคงสนุกกว่าแหละเนอะ !"" ไม่นานทั้งสองก็พากันเดินไปยังจุดหมาย ""จะว่าไป ยังไม่ได้ถามชื่อเลย"" ""ไม่เคยเห็นหน้าเลย อยู่ปีไหนหรอคะ?"" เธอชวนคุยระหว่างกำลังเดินพร้อมอีกฝ่าย (พึ่งว่างมาตอบค่ะ ฮือออ)",surprise
ไม่น่าเชื่อว่าชั้นจะอยู่กับบังทันจนถึงวันนี้ มีให้เรื่องประหลาดใจได้ตลอดจริงๆ แต่ยังไงก้ยินดีด้วยนะคะะะ แทบักเว่ออ,surprise
"""นี่ก็น่าประหลาดใจ จู่ๆยะเก็นโทชิโร่จะจับข้าไปทดลอง ทดลองทำให้ข้าตัวเล็กลงแล้วกลายเป็นแก็งค์ awt48 ได้หรือไม่--"" พูดไปเรื่อย",surprise
ช่วงนี้ใช้คำว่า ซึม บ่อยมากเลย ใช้บ่อยจนประหลาดใจตัวเอง,surprise
เหล่าบัตเลอร์ได้พบกับอัยการที่เจ้านายคิมช่วยแนะนำข้อมูลเพื่อเขียนละคร และ จางฮางจุงสามีของเจ้านายคิมก็มาปรากฏตัวสร้างความประหลาดใจให้กับทุกคน ep.186 #ดูได้ที่viu ่านว่าวิว,unclassifiable
"""นี่ก็ถือว่าเป็นเรื่องน่าประหลาดใจเหมือนกันที่คาระโบกลับมา..รึเปล่า ช่างเถอะๆ~ คาระโบกลับมาก็ดีแล้วฮงมารุจะได้ไม่เงียบเหงา~~ อย่างนี้ต้องฉลอง!""",surprise
"""กลับมาเจอข้า ประหลาดใจสินะ?"" เสียงเรียบ หน้าตาย",unclassifiable
ชั้นแอบประหลาดใจที่เพื่อนหลายคนคิดว่าชั้นเป็นเลสเบี้ยน ไม่ก็ไบ ล่าสุดคือเควียร์ มันคือการติดภาพอะไรแบบนี้สินะ สุดท้ายเราก็วิเคราะห์ gender identity ของคนอื่นอยู่เสมอ,unclassifiable
"เฉลยว่าร้องเบาๆแต่เสียงอาสึมะซังกลบไปหมดแล้ว--- ีหน้าประหลาดใจไม่น้อย ""นึกว่าเทคโนโลยีจะแม่นกว่าซะอีก""ื้อขึ้นนิดหน่อยให้ข้อมือโผล่ชัด ๆ แล้วยื่นให้อย่างไม่ลังเล เทียบกับมือคุณลุงน่าจะเล็กนิดเดียว ""ในเวลาปกติ ตัวเลขจะประมาณเท่าไหร่คะ”",surprise
เป็นความเข้ากันพอดีที่ต่างฝ่ายต่างรู้สึกประหลาดใจ ทุกท่วงทีการสัมผัสจากลิ้นร้อนและการใส่รับอารมณ์นั้นพอดีจนไม่มีอะไรติดขัด เป็นสายรุ้งเองที่ผละออกจากอีกคนก่อนจะหยิบปากกาที่พกในกระเป๋ามาเขียนบนมืออีกคน ‘แอดไลน์เรามานะถ้าอยากรู้จัก’ว่าจบหญิงสาวก็เดินออกมา,surprise
มาตั้งสติได้ก็ตอนเห็นสายตาสื่ออารมณ์ปนเประหว่างตกใจ ประหลาดใจ และชอบใจ?จากคนที่นั่งกุมแก้มตัวเองอยู่บนพื้นตรงหน้า เธโอสูดหายใจเข้าลึกแล้วค่อย ๆ ผ่อนออก คลายมือที่กำแน่น ยื่นออกไปพร้อมคำสั้น ๆ “sorry.”,surprise
"มองคู่สนทนาด้วยสายตาประหลาดใจ ก่อนขำออกมาเบาๆ ""ยืมเสื้อผมก่อนก็ได้ครับ ขนาดตัวของเราน่าจะไม่ต่างกันมาก"" คะเนจากความสูงที่ใกล้เคียงกัน ""ผมติดเบลเซอร์สีพาสเทลมาหลายตัว ยูเลือกตัวที่ชอบไปได้เลย"" ""คุณชอบสีดำเหรอ"" ถามก่อนตัดไข่ดาวอีกชิ้น สังเกตจากเสื้อตัวที่อีกฝ่ายใส่จึงถามขึ้น",surprise
"ยกแก้วเอสเพรสโซ่มาจิบ ตายังจับจ้องอยู่ที่หน้าหนังสือในมือ ""หนังสือที่ผมอ่านน่ะน่าเบื่อกว่านี้เยอะเลยล่ะ"" ท่าทางดูสนใจหนังสือตรงหน้าอยู่ไม่น้อย ""คุณนำหนังสือพวกนี้ติดตัวมาด้วยเหรอ"" คิดถึงน้ำหนักแล้วน่าจะมากอยู่ จึงประหลาดใจ",surprise
เนื่องจากราคาบ้านกำลังพุ่งสูง ความเสี่ยงจึงเบ้ไปสู่ความประหลาดใจอย่างเห็นได้ชัด ันธบัตรนิวซีแลนด์อาจเผชิญกับความประหลาดใจของ rbnz ในเดือนตุลาคม – bloomberg:t.co0sqrgf4xll,surprise
#NAME?,unclassifiable
บาฮีไม่ค่อยไชน์เลยแต่ยังไงก้คงได้เดแหละไม่ประหลาดใจ,unclassifiable
คนที่บ้านดูประหลาดใจที่เห็นกูตอนเช้าคงแบบโหตื่นเช้าเป็นแล้วหรอ อ๋อเปล่าครับยังไม่ได้นอน,unclassifiable
พิธีกรถามนางว่าเจออะไรที่น่าประหลาดใจในงานไหม(คงตั้งใจถามฟีดแบคงานมากกว่า) นางก็บอกว่าเกือบจะมีมวยกันบนพรมแดงแล้ว แต่ฉันก็ไม่อยากจะแพร่ข่าวลือนะ เอาเป็นตามดูภาพละกันเพราะมีกล้องถ่ายเต็มไปหมด ฉันรู้แหละว่า(คนที่จะต่อยกัน)เป็นใคร  แบบคร่าวๆ นะคะ พอแปลไทยแล้วแบบว่าขี้เม้านะเรา,unclassifiable
ประหลาดใจที่ยุคนี้สมัยนี้ยังมีคนหมกหมุ่นกับคนอื่นเรื่องสวยหรือไม่สวยอยู่ได้ แถมยังไปยุ่งกับเค้าเรื่องมีแฟนอีก ไม่เรียกไร้มารยาทจะเรียกอะไร,surprise
"เลิกคิ้วเล็กน้อย ท่าทางประหลาดใจ ""ถ้าอย่างนั้นเอาเป็นช่วงบ่ายก็ได้นะครับ ถ้าคุณเสร็จธุระแล้วค่อยทักผมมาก็ได้"" ""คาโอรุเจอคนใน hint บ้างแล้วรึยังครับ?""",surprise
ปฏิกิริยาเคมีระหว่างลูกชายเพียงคนเดียวในชีวิตกับชายที่พบหน้ากันไม่กี่สิบชั่วโมงก่อนช่างเข้ากันได้ดีจนทาเคมิจิประหลาดใจ แต่ในความประหลาดใจก็ทำให้รู้สึกวางใจ เพราะเขาไม่สัมผัสถึงจุดมุ่งร้ายจากชายน่ากลัวคนนี้เลย,surprise
ตัวน้องไป เพื่อนร่วมห้องก็ต่างประหลาดใจที่มีโอเมก้าเพียงคนเดียวของห้องมีกลิ่นที่เปลี่ยนไป มันทำให้ดุเปลี่ยนลุคน้องเดไปเลย ทางด้านชายโชที่ได้กลิ่นของโปรดอยู่ใกล้ๆตัวก็เกือบจะเดินเข้าไปลิ้มรสตัวน้องเดทั้งวันทำเอาเรียนไม่รู้เรื่องเลยทีเดียว,surprise
"เหล่าทหารประหลาดใจกันถ้วนหน้า ก่อนจะทุบพื้นเซ็งๆ ดูอย่างไรก็สมบูรณ์แบบ ซ้ำยังยิ่งใหญ่ไม่ต่างจากเสาค้ำนรก จะเอาท่อนซุงที่ไหนไปสู้กันเล่า ""...พวกเขาเชื่อน่า กลับไปนอนซะ""ูร่ากัดฟันไม่อาละวาด อยากเฆี่ยนพวกปล่อยให้เจ้าดอกบัวเมามายจนสติหลุดสักป้าบ อยากหยิกเจ้าตัวแสบนี่ด้วยเช่นกัน",surprise
“หึหึหึ มีเรื่องดีๆแต่น่าประหลาดใจเกิดขึ้นกับฉันแล้วล่ะ”,surprise
"(เก่าไม่เริ่ม ปักไปเรื่อย) ""ฟะ ฟุจิวาระซัง!!!"" ตกใจเหมือนกันเจ้าของร้านดอกไม้ี่ตนเคยซื้อวันนี้กลับมาอยู่หน้าร้านน้ำชาเสียได้ ่ที่รู้สึกประหลาดใจสุดคือ ชุดนั่น... ์หรือไงกันนะ \ ุดท้ายก็หยุดอึ้งยืนอยู่หน้าร้านน้ำชา",surprise
"พิมพ์ตอบข้อความในมือถือเสร็จก็ได้ยินเสียงประตูเคาะพอดี ประหลาดใจที่เห็นคุณเมดคนเดิม ""...ฉันสงสัย คุณทำกี่ตำแหน่งกันนะ?"" มองคุณสลับกับรถเข็นอาหาร ""เข้ามาเลยค่ะ""",surprise
ที่นาเกลมันวิเคราะห์บาร์ซ่ามันเป็นสเปนหมด นี่ก้เซฟรูปไปทรานสเลต แปลออกมาคือแบ่บ จะสู้เขาได้มั้ยๆๆ นาเกลมันบอกว่า จากสถิติฤดูกาลที่แร้ว บาร์ซ่าดีขึ้นเพราะใช้352 แต่ฝั่งเราก็ไม่ได้ประหลาดใจ และจะเตรียมเล่นในแบบของเราไม่ว่าคู่แข่งจะเล่นยังไง คือสั่นไปหมดแระ,unclassifiable
ก็รู้นะว่าโลกมันกลม แต่หลาย ๆ ครั้งก็มีเรื่องให้ประหลาดใจได้ตลอด ชอบจัง,unclassifiable
"""ก็ไม่..."" ""งั้นผมก็ไม่ถามน่ะถูกแล้ว"" ิจจิหัวเราะเบาๆ คนผมทองยืนอย่างนิ่งเงียบ แม้ไม่มีบทสนทนาอะไรออกมาแต่มันกลับทำให้ไมกี้รู้สึกอบอุ่น ผ่อนคลายแบบน่าประหลาดใจ ือการพูดคุยไม่ใช่สิ่งที่ต้องการ บางทีเราอาจจะแค่ต้องการคนมานั่งเคียงข้างเท่านั้นเอง",surprise
จะหักอื่น ขืนหัก ก็จักได้ักอาลัย นี้ไม่หลุด สุดจะหักัด ตัดขาด ประหลาดนัก่ตัดรัก นี้ไม่ขาด ประหลาดใจ,surprise
อ๋อ ค่ะ ประหลาดใจจัง,surprise
ฉันตื่นเต้นที่ได้เห็นผลลัพธ์ของความประหลาดใจของพวกเขา 5,unclassifiable
ความที่ซันซัสสลบไปเมื่อวานจนไม่ได้สนใจสิ่งรอบตัวนัก เขาจึงประหลาดใจเล็กน้อยที่มองเห็นซองจดหมายมากมายจ่าที่อยู่ปราสาทวาเรียแต่ชื่อผู้รับดันเป็น เบสเตอร์ ไลเกอร์ขี้หงุดหงิดข้างๆ ู้ทั้งรู้ว่าส่งให้ตายส่งมากแค่ไหนมันก็ไม่ตอบไม่อ่านก็ยังส่ง ไม่เชื่อเขา���ะทดสอบก็ได้ในตอนนี้ »,unclassifiable
